distance_bin,n_molecules,pct_total,qed_mean,qed_std,mw_mean,n_atoms_mean,dist_mean,dist_std,tanimoto_diversity
Near (< 5Å),832,95.41284403669725,0.5450015669964366,0.21142125463211653,317.45102764423086,22.004807692307693,2.2362543502202925,1.1752776036584962,0.9116186661224457
Mid (5-10Å),40,4.587155963302752,0.623559849329437,0.18780267046346155,328.46877500000005,23.45,5.701954377294759,0.5452358286725886,0.8856256594998585
Far (> 10Å),0,0.0,,,,,,,
