pocket,n_total,n_valid,qed_mean,qed_std,sa_mean,tanimoto_diversity,centroid_variance,mean_pairwise_centroid_distance,clashes_per_mol,bond_anomaly_rate,broken_rings_per_mol,distance_to_pocket_center,mol_mw,mol_logp,mol_hba,mol_hbd,mol_rotb
14gs_A_rec,9,9,0.6623781263304704,0.11109077138704271,3.485853675821309,0.895060795616407,0.07776451144477041,0.6634118629236461,0.0,0.006622516556291391,0.0,3.334713754292583,204.56655555555554,1.955995555555556,2.7777777777777777,0.6666666666666666,1.4444444444444444
1a2g_A_rec,8,8,0.631012940572572,0.13540563523908578,2.4999621770422915,0.8061881003230675,0.2165001291787042,1.0540518572257405,5.0,0.017699115044247787,0.0,1.395928485473058,183.19400000000002,1.42685,2.75,1.625,1.0
1afs_A_rec,7,7,0.6403167027728428,0.18970670129095862,4.225091625611564,0.8601839281915034,0.09950607905873844,0.696184479804722,2.857142857142857,0.014084507042253521,0.0,0.999265481903465,270.80985714285714,0.6753257142857148,4.571428571428571,3.2857142857142856,1.7142857142857142
1ai4_A_rec,9,9,0.6635551506700202,0.08284411254270374,2.7191072502234133,0.8513742181990829,0.02659928876813353,0.3738297818951184,15.555555555555555,0.012195121951219513,0.0,2.1701500928202395,246.22722222222222,1.7964888888888895,2.888888888888889,1.4444444444444444,2.3333333333333335
1coy_A_rec,9,9,0.6737469359389602,0.07955318387412946,4.809104493358544,0.8917094189061806,0.020776294116388757,0.3398485186444678,0.0,0.024390243902439025,0.0,0.38076919931747133,290.4954444444445,3.757911111111114,2.2222222222222223,1.4444444444444444,0.4444444444444444
1d7j_A_rec,10,10,0.5575622578102076,0.17857212754489415,3.8078675357462783,0.895577696754461,0.11357321856745388,0.7610722156464967,2.0,0.019083969465648856,0.1,4.469084725645711,357.7461000000002,2.3857990000000013,4.4,2.4,6.8
1djy_A_rec,8,8,0.3820878284853838,0.13894273912596686,3.6668857657079785,0.8866655362674863,0.2433822712091951,1.1434038681196408,17.5,0.03015075376884422,0.0,3.658924719952691,352.33937500000013,-0.11969749999999943,6.125,4.25,6.125
1dxo_C_rec,9,9,0.7274023107542735,0.1133545699408885,2.6640260569601812,0.8816475097847617,0.05554727411432486,0.5668513169713895,13.333333333333334,0.022598870056497175,0.0,3.5864794738246073,259.5143333333333,2.5374844444444453,3.3333333333333335,2.111111111111111,3.5555555555555554
1e8h_A_rec,10,10,0.2551344766908008,0.05682481656403169,4.596508749757336,0.662908597839126,0.01237203822228261,0.269934055487293,1.0,0.035211267605633804,0.0,0.8735251711975038,421.70010000000013,-1.7476099999999994,10.3,6.4,5.8
1fmc_B_rec,10,10,0.7337167704708092,0.11850227274717692,3.9115455346304535,0.8561033555262738,0.018822282795014716,0.31850163520723695,2.0,0.01509433962264151,0.0,2.015952503534336,341.77870000000013,1.2520699999999998,4.7,2.8,3.5
1gg5_A_rec,8,8,0.7401740797385677,0.09936005323826988,3.4499806023883,0.8892903325470639,0.06619547965901941,0.6266497154789851,2.5,0.04918032786885246,0.0,1.6961074118483612,308.674125,2.749917500000001,4.0,1.75,2.375
1h0i_A_rec,10,10,0.27019952785125806,0.12829992771075285,5.226551522916395,0.868253975141254,0.0309119618014136,0.41538969137030174,8.0,0.02072538860103627,0.0,2.730864215775914,505.00950000000023,-1.3687489999999969,11.1,6.4,6.4
1h36_A_rec,9,9,0.5484469515864665,0.10174576405864041,3.4088702800781627,0.8435487818019101,0.01351754954604392,0.27373827776311577,5.555555555555555,0.02694610778443114,0.1111111111111111,0.7647656700860639,473.82255555555577,4.0992522222222245,5.0,1.4444444444444444,5.888888888888889
1jn2_P_rec,9,9,0.39426289687060617,0.10083142688531413,4.075867733112198,0.8903127268239991,0.4715124834843168,1.5778781030227575,11.11111111111111,0.005917159763313609,0.0,5.118634441857557,264.50022222222225,-1.4105999999999996,6.0,4.777777777777778,4.222222222222222
1k9t_A_rec,10,10,0.48476676556549947,0.18757350120387978,4.000518643381182,0.9146622241288418,0.26247121214271746,1.088109690890641,1.0,0.05714285714285714,0.1,4.410767863654055,188.71949999999998,-0.5741399999999994,3.9,2.8,1.9
1l3l_A_rec,8,8,0.6900670471216133,0.1458112991930983,3.146553112176449,0.8823193933073753,0.010461477908529826,0.25093600967057267,60.0,0.0,0.0,0.5803370573092899,311.601125,3.519982500000002,3.125,1.25,2.5
1phk_A_rec,8,8,0.2227003558456386,0.05842487648152663,4.691212857003892,0.43001570669351474,0.035281605156103533,0.455467744931163,2.5,0.05,0.0,2.2204142640001203,494.7413750000002,-1.5465624999999998,12.125,6.75,7.0
1r1h_A_rec,10,10,0.5391565973433142,0.18555225987163096,3.480179353940037,0.8371021444362297,0.09686400387310805,0.6858782714912668,9.0,0.033783783783783786,0.1,2.9075092283132924,392.19090000000006,3.046748000000001,4.8,3.1,7.9
1rs9_A_rec,9,9,0.7106666485869216,0.09569923995290318,2.6131629553538738,0.886245681436845,0.032346807163693786,0.44007164393247655,8.88888888888889,0.027906976744186046,0.0,1.163663977114103,319.3117777777778,2.8877111111111127,3.6666666666666665,1.6666666666666667,5.888888888888889
1umd_B_rec,5,5,0.2975449883282283,0.12576775302301366,5.041739841257295,0.7662750628107636,0.008128331786728915,0.2357931824020393,40.0,0.0375,0.2,1.046307380565525,470.5314000000002,-0.09080399999999827,10.4,5.2,7.6
2azy_A_rec,9,9,0.7643431362343297,0.16706030182946974,3.2922802535348015,0.8687034872843449,0.04604099851541856,0.5027287643189202,1.1111111111111112,0.04568527918781726,0.0,0.8844395546608251,310.04,2.575227777777779,3.3333333333333335,1.5555555555555556,3.4444444444444446
2cy0_A_rec,9,9,0.5337418400116712,0.1607528608578157,4.15077855538972,0.9065192606043453,0.050113604203483826,0.5271238667162677,140.0,0.030927835051546393,0.0,2.422088911881078,265.1356666666667,0.8661666666666673,4.666666666666667,2.111111111111111,0.8888888888888888
2e24_A_rec,9,9,0.35613230182072075,0.05641841147172067,4.2080080283893215,0.8803072510895118,0.0169442292950539,0.31930780161305006,1.1111111111111112,0.05511811023622047,0.0,0.7315112598732437,225.6053333333333,-2.0003799999999994,5.222222222222222,4.777777777777778,2.4444444444444446
2e6d_A_rec,10,10,0.4719354709098022,0.1156615666976109,3.2951456246637685,0.8521654493629046,0.14047748716369726,0.8247202605557071,8.0,0.008333333333333333,0.0,1.857709768962343,170.9489,-0.68348,3.5,2.4,1.6
2f2c_B_rec,8,8,0.635425261358627,0.2189020950995408,2.7227293626738165,0.8732708753540257,0.1577719537554622,0.9374154133421408,0.0,0.022935779816513763,0.0,3.8009083244779016,342.5580000000001,3.2098875000000016,4.375,1.5,3.5
2gns_A_rec,8,8,0.642521293028232,0.08668471368770048,1.9554011373371627,0.9035721006949474,0.24877548270504993,1.132728910017487,0.0,0.007352941176470588,0.0,5.148864601267563,220.4015,2.8363750000000016,1.875,1.125,3.875
2hcj_B_rec,8,8,0.3779226187670229,0.1608899385324494,4.731158508334591,0.7715231143398513,0.02890519088736557,0.38584868051056487,2.5,0.03535353535353535,0.0,4.836759057459593,374.8076250000001,-1.4092500000000001,9.625,5.0,6.0
2jjg_A_rec,9,9,0.6032872026708489,0.11617536446447987,3.4617684821812973,0.828850745012737,0.27699274187376627,0.9637762168694254,7.777777777777778,0.028169014084507043,0.2222222222222222,2.900951349298545,214.6545555555556,0.7925066666666667,4.555555555555555,2.7777777777777777,2.0
2pc8_A_rec,8,8,0.4929346564405329,0.11349317709552927,5.260690172131069,0.8729242255983082,0.0569941258500207,0.5646069931641515,106.25,0.07006369426751592,0.0,1.55772038900202,252.18875000000003,-0.23916874999999957,5.125,3.375,1.0
2pqw_A_rec,10,10,0.4934511867115402,0.11303080584133117,2.1294890653301795,0.8284121506501537,0.017802075993353608,0.3112000234575562,2.0,0.009615384615384616,0.0,2.615762421598601,154.4499,1.0918020000000002,2.0,1.4,5.6
2rhy_A_rec,9,9,0.5978118060053569,0.10414750495674253,2.901650723819345,0.9012043839090048,0.44862516754539206,1.5100901498831976,2.2222222222222223,0.03508771929824561,0.1111111111111111,5.038473143933336,172.8898888888889,0.9068555555555557,2.6666666666666665,1.0,3.888888888888889
2rma_A_rec,10,10,0.4666826993481866,0.1707951985466138,3.3997433625750837,0.8470880611398501,0.028077886010440405,0.4062776530425429,3.0,0.012711864406779662,0.0,3.568731673513001,333.85410000000013,0.7781250000000006,5.0,4.0,7.2
2v3r_A_rec,10,10,0.506838276938976,0.19656703433022002,4.6817380463859335,0.8887283598580921,0.05838635352559166,0.5547106545068229,11.0,0.008,0.1,1.4313472345007887,317.8256,-0.7205599999999986,6.9,3.9,2.4
2z3h_A_rec,9,9,0.587382176080169,0.16817472376354667,3.455136011498118,0.8959867549858662,0.033516221768930196,0.448882991664905,106.66666666666667,0.011627906976744186,0.1111111111111111,1.16127435502015,254.57799999999997,0.7950377777777791,3.7777777777777777,2.111111111111111,4.555555555555555
2zen_A_rec,8,8,0.4742967985355238,0.1487124484878358,3.4486121841012682,0.8823653761590294,0.2276820545363747,1.0029855390043394,3.75,0.0,0.0,2.1665619467442774,191.57025,-1.0733874999999993,4.125,3.375,3.0
3af2_A_rec,5,5,0.21288156348177179,0.04797860057942197,4.60916902175642,0.7918732452949183,0.012660052179843352,0.27684517469945086,4.0,0.055944055944055944,0.0,0.9050420275039681,434.62980000000016,-1.1838799999999998,10.2,6.6,7.6
3b6h_A_rec,9,9,0.7038530190099838,0.10029317663364065,3.396236538170557,0.9068805730810504,0.044214670982496984,0.5102610435943553,1.1111111111111112,0.0,0.0,0.7000567652142329,274.3452222222222,2.2474433333333343,3.2222222222222223,1.3333333333333333,1.5555555555555556
3chc_B_rec,7,7,0.655260562163989,0.1246902341389995,4.110636245237374,0.9132628424600926,0.05085937827883454,0.5050165575873086,50.0,0.13636363636363635,0.0,2.2203125704389817,201.46014285714287,0.9147428571428573,3.2857142857142856,1.5714285714285714,1.5714285714285714
3daf_A_rec,10,10,0.2081843702815167,0.05548292592801848,4.870707541968831,0.7282824775529824,0.024996880080996042,0.37165055471011194,5.0,0.03968253968253968,0.1,2.690010892005165,500.03100000000023,-2.0469099999999956,11.5,5.5,8.7
3dzh_A_rec,9,9,0.28118576020262076,0.14616475208574817,4.130315270280228,0.8628336643890394,0.06549778343210012,0.6111910609749922,4.444444444444445,0.04504504504504504,0.0,2.753972847153143,501.2684444444446,1.1689888888888902,8.333333333333334,5.111111111111111,7.444444444444445
3ej8_A_rec,9,9,0.5623891358134261,0.17679116762273206,4.094694821400704,0.9198179146276847,0.06231459506473306,0.5833053376685707,1.1111111111111112,0.027210884353741496,0.0,1.2356030645330909,210.5498888888889,0.4288266666666666,4.111111111111111,2.6666666666666665,1.4444444444444444
3g51_A_rec,9,9,0.3640687482114091,0.14415108425323367,4.225058606018978,0.6575301460809094,0.02276432067025697,0.3642563084529988,5.555555555555555,0.020080321285140562,0.0,2.142299406333448,398.4255555555557,-1.0178333333333338,10.0,5.222222222222222,4.777777777777778
3gs6_A_rec,9,9,0.24634737338112092,0.06502351792921623,4.657660810665405,0.7883112366860822,0.032689566020251665,0.43146082154046517,10.0,0.024539877300613498,0.0,2.362221128400213,299.4875555555556,-3.2452666666666654,7.777777777777778,7.0,3.7777777777777777
3hy9_B_rec,10,10,0.7444266475632623,0.10842458267923466,2.7034825972833896,0.8250027689333075,0.19369918397067912,0.9936630341688485,4.0,0.030303030303030304,0.0,2.182165851569799,314.20610000000005,2.0980100000000013,3.6,1.9,4.8
3jyh_A_rec,7,7,0.5993954337221591,0.23550701225580395,4.512333886562604,0.8885450071453984,0.03883809082090519,0.4600211205676851,8.571428571428571,0.0,0.0,1.3099572241495079,223.00257142857143,0.35585714285714326,3.4285714285714284,2.4285714285714284,3.0
3kc1_A_rec,8,8,0.5533049163247593,0.1694778609372095,3.5407845264183724,0.8439391199739021,0.5289784270698347,1.2483761317357676,16.25,0.03428571428571429,0.0,3.355210905924766,312.682,0.9575174999999999,5.125,3.875,4.75
3l3n_A_rec,7,7,0.668764002172104,0.14117709964529987,3.354653964200867,0.9039218369626645,0.01686988800565892,0.32403560619826444,45.714285714285715,0.008620689655172414,0.0,1.516915014326841,217.66185714285714,1.0373600000000003,3.4285714285714284,2.0,2.4285714285714284
3li4_A_rec,10,10,0.5511253986792195,0.1629574316130016,4.280364158879025,0.8719883097170549,0.05470065357500581,0.5479701159040014,4.0,0.03361344537815126,0.1,2.689503107489378,318.8518,0.5934000000000005,5.3,3.3,3.7
3nfb_A_rec,10,10,0.5992337160764121,0.15887413321413596,3.293635899052242,0.8686473405172396,0.025504117435680294,0.3909507534106942,26.0,0.02336448598130841,0.0,2.302514051354272,297.7221,1.0958840000000003,4.5,3.2,5.3
3o96_A_rec,9,9,0.44906769025500126,0.12088443194308579,2.986240151712536,0.8547329531736763,0.019626337938017626,0.3440498291570224,2.2222222222222223,0.008928571428571428,0.0,1.3838202961154216,453.90800000000024,5.078728888888893,5.111111111111111,1.7777777777777777,6.0
3pdh_A_rec,10,10,0.6353192552408656,0.18699938601869395,3.3955904805844996,0.883723450326756,0.10503007745502618,0.7097246857878212,27.0,0.011627906976744186,0.0,2.3552215482978296,330.1060000000001,2.3453360000000005,5.1,2.5,3.4
3pnm_A_rec,6,6,0.3807046478957418,0.0428942171473002,3.1141492908263033,0.8124915592284013,0.0284459844933076,0.41644593942737124,53.333333333333336,0.022222222222222223,0.0,0.9122118574629484,121.75266666666666,-1.1507833333333333,3.0,2.6666666666666665,1.0
3tym_A_rec,10,10,0.5003778151678496,0.1471098287114323,3.1205332348095007,0.8747461683301818,0.05033722452441699,0.4849315221794626,3.0,0.029850746268656716,0.0,1.9407587996238735,363.2703000000001,2.4902580000000016,4.7,2.7,7.3
3u5y_B_rec,10,10,0.5163458503630362,0.12681176118644935,4.8736881283470455,0.8749846390903073,0.031140622289744402,0.40692802223790653,1.0,0.011811023622047244,0.0,2.044881282521505,332.3253000000001,0.45527200000000034,5.6,4.2,3.8
3u9f_C_rec,9,9,0.7266272855993636,0.1330764210536246,4.089257311874297,0.9123587080979346,0.05231393922690911,0.5349609984500596,21.11111111111111,0.0228310502283105,0.0,0.5228547341124171,305.41566666666665,3.591453333333336,3.111111111111111,1.2222222222222223,2.6666666666666665
3v4t_A_rec,9,9,0.3122183879042973,0.1531306694085918,5.027006341041112,0.8564494163213571,0.016068634150675165,0.3143110762256442,7.777777777777778,0.052132701421800945,0.0,1.4325019587289018,376.86088888888895,-1.7288111111111097,7.555555555555555,6.333333333333333,5.666666666666667
3w83_B_rec,10,10,0.4766890222936496,0.17609127954133205,3.472026417311065,0.8555894331854844,0.07521081614211815,0.6484510913106786,5.0,0.006944444444444444,0.0,2.180651730033936,210.0926,-0.46866999999999903,4.1,3.5,2.0
4aaw_A_rec,9,9,0.6268264121846574,0.12046961932217837,2.8906295430655935,0.8906148987031379,0.24104865126813602,1.1586988639544369,25.555555555555557,0.0,0.0,4.6032330263286205,207.0315555555556,1.2941600000000009,2.6666666666666665,1.4444444444444444,2.111111111111111
4aua_A_rec,8,8,0.6843121069873708,0.16190473621682933,2.499937052642106,0.8619459548630506,0.21525938444482529,1.0711636715015385,1.25,0.011363636363636364,0.0,3.7944214134473895,274.620625,2.8480300000000005,3.375,2.5,3.0
4azf_A_rec,9,9,0.7092970457788872,0.12108206054769262,3.2560517749071094,0.8537648101530683,0.034650155243450796,0.45115722166603095,2.2222222222222223,0.0228310502283105,0.0,1.828120023977226,321.3384444444445,2.319400000000001,4.666666666666667,2.2222222222222223,2.7777777777777777
4bel_A_rec,8,8,0.2978288081930912,0.14004537222351413,4.00799447240318,0.863035541764722,0.0267408354691559,0.37170350180565565,0.0,0.042704626334519574,0.125,2.3747576965034036,489.13850000000025,2.1584650000000014,6.5,3.75,12.125
4d7o_A_rec,9,9,0.5587046403365394,0.221427777176575,3.620747116455709,0.8836496512364977,0.025935910745466056,0.3877605610507545,1.1111111111111112,0.014084507042253521,0.0,2.2955903727013047,411.7992222222224,2.2419644444444455,5.888888888888889,2.7777777777777777,6.555555555555555
4f1m_A_rec,8,8,0.3065168657329297,0.14588898501184294,4.698375771532484,0.5447852712919294,0.024350576769924474,0.37759272307712816,1.25,0.045081967213114756,0.0,3.2168684728113957,457.86050000000023,-0.5004500000000005,11.375,5.0,7.125
4g3d_B_rec,7,7,0.6707903065040529,0.2228958111528579,3.563676230516547,0.880139292999714,0.05286613982299759,0.5645948750323395,94.28571428571429,0.00966183574879227,0.0,1.6290116330004143,367.7481428571429,2.15852,5.142857142857143,2.5714285714285716,2.7142857142857144
4gvd_A_rec,10,10,0.5924633963476287,0.16758515668274804,3.6844542305573023,0.8937263700338935,0.10122949565389548,0.7578096230389438,0.0,0.013071895424836602,0.0,5.132892444581767,198.42849999999999,0.3470600000000001,3.5,2.0,1.5
